underwentBerelUnflagging,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,notHumanReviewed,category,source,author,printLocation,displayName,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
,Reference,1902,sdeichemedpeathasadeh5,Warsaw,https://files.dicta.org.il/sdeichemedpeathasadeh5/sdeichemedpeathasadeh5__text_files.zip,,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,שדי חמד פאת השדה מערכת ה,https://files.dicta.org.il/sdeichemedpeathasadeh5/sdeichemedpeathasadeh5__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedpeathasadeh5/sdeichemedpeathasadeh5__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedpeathasadeh5,Sdei Chemed peat hasadeh marechet He
,Halachah and Minhagim,1910,sederberachot_EGT,Frankfurt,https://files.dicta.org.il/sederberachot/sederberachot__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,יחיאל מיכל מורפצ'יק,פרנקפורט,סדר ברכות,https://files.dicta.org.il/sederberachot/sederberachot__nikud_meteg_files.zip,https://files.dicta.org.il/sederberachot/sederberachot__ocr_data_html_files.zip,Yechiel Michel ben Yedidiah,sederberachot,Seder Berachot
,Mussar and Jewish Thought,1876,sederyom_EGT,Lublin,https://files.dicta.org.il/sederyom/sederyom__text_files.zip,,ספרי מחשבה ומוסר,ספריית דיקטה,רבי משה בן מכיר,לובלין,סדר היום,https://files.dicta.org.il/sederyom/sederyom__nikud_meteg_files.zip,https://files.dicta.org.il/sederyom/sederyom__ocr_data_html_files.zip,Moshe ben Machir,sederyom,Seder Yom
,Acharonim on Talmud Bavli,1925,sefatemetkodashim_EGT,Warsaw,https://files.dicta.org.il/sefatemetkodashim/sefatemetkodashim__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,יהודה אריה ליב אלתר,ווארשא,שפת אמת על קדשים,https://files.dicta.org.il/sefatemetkodashim/sefatemetkodashim__nikud_meteg_files.zip,https://files.dicta.org.il/sefatemetkodashim/sefatemetkodashim__ocr_data_html_files.zip,Yehudah Aryeh Leib Alter,sefatemetkodashim,Sefat Emet (KODASHIM)
,Acharonim on Talmud Bavli,1925-1931,sefatemetmoed1_EGT,Warsaw,https://files.dicta.org.il/sefatemetmoed1/sefatemetmoed1__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' י-הודה ליב אלתר מגור,ווארשא,שפת אמת על מועד חלק א,https://files.dicta.org.il/sefatemetmoed1/sefatemetmoed1__nikud_meteg_files.zip,https://files.dicta.org.il/sefatemetmoed1/sefatemetmoed1__ocr_data_html_files.zip,"Megur, Yehudah Aryeh Leb",sefatemetmoed1,Sefat Emet (MOED part 1)
,seferhaganvederechmoshe,1894,seferhaganvederechmoshe,Mukacheve,https://files.dicta.org.il/seferhaganvederechmoshe/seferhaganvederechmoshe__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,יצחק בן אליעזר ממונקאץ',מונקאטש,ספר הגן ודרך משה,https://files.dicta.org.il/seferhaganvederechmoshe/seferhaganvederechmoshe__nikud_meteg_files.zip,https://files.dicta.org.il/seferhaganvederechmoshe/seferhaganvederechmoshe__ocr_data_html_files.zip,Yitzhak Ben Eliezer,seferhaganvederechmoshe,Sefer HaGan Ve Derech Moshe
, Halachah and Minhagim,1860,seferhaittur1_EGT,Lemberg,https://files.dicta.org.il/seferhaittur1/seferhaittur1__text_files.zip,,ספרי הלכה ומנהג,,רבי יצחק בן אבא מרי,למברג,ספר העיטור,https://files.dicta.org.il/seferhaittur1/seferhaittur1__nikud_meteg_files.zip,https://files.dicta.org.il/seferhaittur1/seferhaittur1__ocr_data_html_files.zip,rabbi Isaac ben Abba Mari,seferhaittur1,Sefer Haittur part 1
,Sifrei Chasidut,1913,seferhazichronot_EGT,Lublin,https://files.dicta.org.il/seferhazichronot/seferhazichronot__text_files.zip,,ספרי חסידות,ספריית דיקטה,ר' צדוק הכהן,לובלין,ספר הזכרונות,https://files.dicta.org.il/seferhazichronot/seferhazichronot__nikud_meteg_files.zip,https://files.dicta.org.il/seferhazichronot/seferhazichronot__ocr_data_html_files.zip,Rabbi Zadok HaCohen,seferhazichronot,Sefer Hazichronot
,Responsa,1869,shaagataryeh_EGT,,https://files.dicta.org.il/shaagataryeh/shaagataryeh__text_files.zip,,"שו""ת",,רבי אריה ליב גינזבורג,ורשא,שאגת אריה,https://files.dicta.org.il/shaagataryeh/shaagataryeh__nikud_meteg_files.zip,https://files.dicta.org.il/shaagataryeh/shaagataryeh__ocr_data_html_files.zip,Aryeh Leib ben Asher Ginzburg,shaagataryeh,Shaagat Aryeh
,Responsa,1873,shaagataryehhachadashot_EGT,Vilnius,https://files.dicta.org.il/shaagataryehhachadashot/shaagataryehhachadashot__text_files.zip,,"שו""ת",ספריית דיקטה,רבי אריה ליב גינזבורג,וילנה,שאגת אריה החדשות,https://files.dicta.org.il/shaagataryehhachadashot/shaagataryehhachadashot__nikud_meteg_files.zip,https://files.dicta.org.il/shaagataryehhachadashot/shaagataryehhachadashot__ocr_data_html_files.zip,Aryeh Leib ben Asher Ginzburg,shaagataryehhachadashot,Sha'agat Aryeh Ha-Chadashot
,Shas Commentators,1821,shaareitorah1,Vienna,https://files.dicta.org.il/shaareitorah1/shaareitorah1__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,"לוו, בנימין וולף בן אלעזר בן אריה ליב",ווין,שערי תורה חלק א,https://files.dicta.org.il/shaareitorah1/shaareitorah1__nikud_meteg_files.zip,https://files.dicta.org.il/shaareitorah1/shaareitorah1__ocr_data_html_files.zip,Benyamin Wolf Lev bar Elazar,shaareitorah1,Shaarei Torah part 1
,Chiddushim by Topic,1928,shaareiyosher1_EGT,Warsaw,https://files.dicta.org.il/shaareiyosher1/shaareiyosher1__text_files.zip,,ספרי מערכות ועניינים,ספריית דיקטה,הרב שמעון יהודה הכהן שְׁקוֹפּ,ורשא,שערי ישר חלק א,https://files.dicta.org.il/shaareiyosher1/shaareiyosher1__nikud_meteg_files.zip,https://files.dicta.org.il/shaareiyosher1/shaareiyosher1__ocr_data_html_files.zip,Shimon Shkop,shaareiyosher1,Shaarei Yosher part 1
,Chiddushim by Topic,1928,shaareiyosher2_EGT,Warsaw,https://files.dicta.org.il/shaareiyosher2/shaareiyosher2__text_files.zip,,ספרי מערכות ועניינים,ספריית דיקטה,הרב שמעון יהודה הכהן שְׁקוֹפּ,ורשא,שערי ישר חלק ב,https://files.dicta.org.il/shaareiyosher2/shaareiyosher2__nikud_meteg_files.zip,https://files.dicta.org.il/shaareiyosher2/shaareiyosher2__ocr_data_html_files.zip,Shimon Shkop,shaareiyosher2,Shaarei Yosher part 2
,Responsa,1886,shaarephraim_EGT,Lemberg,https://files.dicta.org.il/shaarephraim/shaarephraim__text_files.zip,,"שו""ת",ספריית דיקטה,רבי אפרים הכהן,לעמבערג,שער אפרים,https://files.dicta.org.il/shaarephraim/shaarephraim__nikud_meteg_files.zip,https://files.dicta.org.il/shaarephraim/shaarephraim__ocr_data_html_files.zip,Ephraim ben Yakov haCohen,shaarephraim,Shaar Ephraim
,kabbalah,1909,shaarhahakdamot,Jerusalem,https://files.dicta.org.il/shaarhahakdamot/shaarhahakdamot__text_files.zip,,קבלה,ספריית דיקטה,רבי חיים ויטאל, ירושלים,שער ההקדמות,https://files.dicta.org.il/shaarhahakdamot/shaarhahakdamot__nikud_meteg_files.zip,https://files.dicta.org.il/shaarhahakdamot/shaarhahakdamot__ocr_data_html_files.zip,rabbi chaim vital,shaarhahakdamot,Shaar haHakdamot
,Acharonim on Talmud Bavli,1881,shalmeinedarim_EGT,Vilna,https://files.dicta.org.il/shalmeinedarim/shalmeinedarim__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אלכסנדר סנדר הכהן קפלן,ווילנא,שלמי נדרים,https://files.dicta.org.il/shalmeinedarim/shalmeinedarim__nikud_meteg_files.zip,https://files.dicta.org.il/shalmeinedarim/shalmeinedarim__ocr_data_html_files.zip,"KAPLAN, ALEXANDER SENDER BEN ZERAH HA-KOHEN",shalmeinedarim,Shalmei Nedarim
,Commentaries on Shulchan Aruch,1918,shalmeitodahshulchanaruch,Tunisia,https://files.dicta.org.il/shalmeitodahshulchanaruch/shalmeitodahshulchanaruch__text_files.zip,,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,ר' שלמה דנה,תוניס,"שלמי תודה (שו""ע)",https://files.dicta.org.il/shalmeitodahshulchanaruch/shalmeitodahshulchanaruch__nikud_meteg_files.zip,https://files.dicta.org.il/shalmeitodahshulchanaruch/shalmeitodahshulchanaruch__ocr_data_html_files.zip,"Dana, Shelomoh",shalmeitodahshulchanaruch,Shalme todah Shulchan Aruch
,Commentaries on the Rambam,1941,shalmeiyerucham_EGT,Jerusalem,https://files.dicta.org.il/shalmeiyerucham/shalmeiyerucham__text_files.zip,,"מפרשים וחיבורים סביב הרמב""ם",ספריית דיקטה,הרב ירוחם אשר וַרְהַפְטִיג,ירושלים,שלמי ירוחם,https://files.dicta.org.il/shalmeiyerucham/shalmeiyerucham__nikud_meteg_files.zip,https://files.dicta.org.il/shalmeiyerucham/shalmeiyerucham__ocr_data_html_files.zip,"Varhaftig, Yeruham Asher ben Shelomoh Yaakov",shalmeiyerucham,Shalmei Yerucham
,Responsa,1939,shareibenyamin,Budapest,https://files.dicta.org.il/shareibenyamin/shareibenyamin__text_files.zip,,"שו""ת",ספריית דיקטה,"קלוגר, אברהם בנימין בן שלמה",בודפסט,שערי בנימין,https://files.dicta.org.il/shareibenyamin/shareibenyamin__nikud_meteg_files.zip,https://files.dicta.org.il/shareibenyamin/shareibenyamin__ocr_data_html_files.zip,Benyamin Ben Shlomo Kluger,shareibenyamin,Sharei Benyamin
,Responsa,1893,sheerityosef_EGT,Krakow,https://files.dicta.org.il/sheerityosef/sheerityosef__text_files.zip,,"שו""ת",,"רבי יוסף כ""ץ",קראקא,שארית יוסף,https://files.dicta.org.il/sheerityosef/sheerityosef__nikud_meteg_files.zip,https://files.dicta.org.il/sheerityosef/sheerityosef__ocr_data_html_files.zip,Joseph ben Mordechai Gershon,sheerityosef,She'erit Yosef
,Yerushalmi Commentaries,1895,shekelhakodesh,Vilna,https://files.dicta.org.il/shekelhakodesh/shekelhakodesh__text_files.zip,,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,"ואלק, מנחם יוסף בן עזריאל הכהן",וילנה,שקל הקדש,https://files.dicta.org.il/shekelhakodesh/shekelhakodesh__nikud_meteg_files.zip,https://files.dicta.org.il/shekelhakodesh/shekelhakodesh__ocr_data_html_files.zip,"Volk, Menahem Yosef ben Azriel,",shekelhakodesh,Shekel ha-kodesh
,Commentaries on the Rambam,1850,shelaldavid_EGT,Livorno,https://files.dicta.org.il/shelaldavid/shelaldavid__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' דוד מועטי,ליוורנו,שלל דוד,https://files.dicta.org.il/shelaldavid/shelaldavid__nikud_meteg_files.zip,https://files.dicta.org.il/shelaldavid/shelaldavid__ocr_data_html_files.zip,R. David Moeti,shelaldavid,Shelal David
,Responsa,1919,shevetsofer1_EGT,Budapest,https://files.dicta.org.il/shevetsofer1/shevetsofer1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי שמחה בונים סופר,בודפסט,שבט סופר חלק א,https://files.dicta.org.il/shevetsofer1/shevetsofer1__nikud_meteg_files.zip,https://files.dicta.org.il/shevetsofer1/shevetsofer1__ocr_data_html_files.zip,rabbi Śimhah Bunem Sofer,shevetsofer1,Shevet Sofer part 1
,Derashot,1903,sheviveieish,Dej,https://files.dicta.org.il/sheviveieish/sheviveieish__text_files.zip,,דרשות ודרושים,ספריית דיקטה,"גלזנר, משה שמואל בן אברהם",דש,שביבי אש,https://files.dicta.org.il/sheviveieish/sheviveieish__nikud_meteg_files.zip,https://files.dicta.org.il/sheviveieish/sheviveieish__ocr_data_html_files.zip,Rabbi Moshe Shmuel Glasner,sheviveieish,Shevivei Eish
,Responsa,1861,shevutyaakov1_EGT,Lamberg,https://files.dicta.org.il/shevutyaakov1/shevutyaakov1__text_files.zip,,"שו""ת",,רבי יעקב ריישר,למברג,שבות יעקב חלק א,https://files.dicta.org.il/shevutyaakov1/shevutyaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/shevutyaakov1/shevutyaakov1__ocr_data_html_files.zip,rabbi Yaakov Reisher,shevutyaakov1,Shevut Yaakov part 1
,Responsa,1861,shevutyaakov2_EGT,Lamberg,https://files.dicta.org.il/shevutyaakov2/shevutyaakov2__text_files.zip,,"שו""ת",,רבי יעקב ריישר,למברג,שבות יעקב חלק ב,https://files.dicta.org.il/shevutyaakov2/shevutyaakov2__nikud_meteg_files.zip,https://files.dicta.org.il/shevutyaakov2/shevutyaakov2__ocr_data_html_files.zip,rabbi Yaakov Reisher,shevutyaakov2,Shevut Yaakov part 2
,Responsa,1861,shevutyaakov3_EGT,Lamberg,https://files.dicta.org.il/shevutyaakov3/shevutyaakov3__text_files.zip,,"שו""ת",,רבי יעקב ריישר,למברג,שבות יעקב חלק ג,https://files.dicta.org.il/shevutyaakov3/shevutyaakov3__nikud_meteg_files.zip,https://files.dicta.org.il/shevutyaakov3/shevutyaakov3__ocr_data_html_files.zip,rabbi Yaakov Reisher,shevutyaakov3,Shevut Yaakov part 3
,Responsa,1952,shoelvenishal1_EGT,,https://files.dicta.org.il/shoelvenishal1/shoelvenishal1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי כלפון משה הכהן,ג'רבה,שואל ונשאל חלק א,https://files.dicta.org.il/shoelvenishal1/shoelvenishal1__nikud_meteg_files.zip,https://files.dicta.org.il/shoelvenishal1/shoelvenishal1__ocr_data_html_files.zip,Moshe Kalphon Hacohen,shoelvenishal1,Sho’el Ve-Nishal part 1
,Chiddushim by Topic,1902,shoshanathaamakim_EGT,Warsaw,https://files.dicta.org.il/shoshanathaamakim/shoshanathaamakim__text_files.zip,,ספרי מערכות ועניינים,,רבי יוסף בר מאיר תאומים,ורשא,שושנת העמקים,https://files.dicta.org.il/shoshanathaamakim/shoshanathaamakim__nikud_meteg_files.zip,https://files.dicta.org.il/shoshanathaamakim/shoshanathaamakim__ocr_data_html_files.zip,Joseph ben Meir Teomim,shoshanathaamakim,Shoshanat Ha-Amakim
,Responsa,1733,shteihalechem_EGT,Wandsbek,https://files.dicta.org.il/shteihalechem/shteihalechem__text_files.zip,,"שו""ת",ספריית דיקטה,רבי משה בן יעקב ישראל חגיז,וואנזיבעק,שתי הלחם,https://files.dicta.org.il/shteihalechem/shteihalechem__nikud_meteg_files.zip,https://files.dicta.org.il/shteihalechem/shteihalechem__ocr_data_html_files.zip,Jacob Hagiz,shteihalechem,Shtei Ha-Lechem
,Responsa,1910,shufrehdeyaakov1_EGT,Jerusalem,https://files.dicta.org.il/shufrehdeyaakov1/shufrehdeyaakov1__text_files.zip,,"שו""ת",,רבי יעקב בן יקותיאל בירדוגו,ירושלים,שופריה דיעקב חלק א,https://files.dicta.org.il/shufrehdeyaakov1/shufrehdeyaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/shufrehdeyaakov1/shufrehdeyaakov1__ocr_data_html_files.zip,Yaakov Birdugo,shufrehdeyaakov1,Shufreh DeYaakov Part 1
,Responsa,1910,shufrehdeyaakov2_EGT,Jerusalem,https://files.dicta.org.il/shufrehdeyaakov2/shufrehdeyaakov2__text_files.zip,,"שו""ת",,רבי יעקב בן יקותיאל בירדוגו,ירושלים,שופריה דיעקב חלק ב,https://files.dicta.org.il/shufrehdeyaakov2/shufrehdeyaakov2__nikud_meteg_files.zip,https://files.dicta.org.il/shufrehdeyaakov2/shufrehdeyaakov2__ocr_data_html_files.zip,Yaakov Birdugo,shufrehdeyaakov2,Shufreh DeYaakov Part 2
,Responsa,1896,shutberitolam,Warsaw,https://files.dicta.org.il/shutberitolam/shutberitolam__text_files.zip,,"שו""ת",ספריית דיקטה,"ולר, איזיק יעקב בן אליעזר שלמה",וורשה,"שו""ת ברית עולם",https://files.dicta.org.il/shutberitolam/shutberitolam__nikud_meteg_files.zip,https://files.dicta.org.il/shutberitolam/shutberitolam__ocr_data_html_files.zip,"Veller, Ayzik Yaakov",shutberitolam,Shut Berit Olam
,Responsa,1905,shutharadad1,Piotrkow,https://files.dicta.org.il/shutharadad1/shutharadad1__text_files.zip,,"שו""ת",ספריית דיקטה,"מייזלש, דוד דוב בן אהרן אריה יהודה יעקב",פיעטרקוב,"שו""ת הרד""ד אורח חיים א",https://files.dicta.org.il/shutharadad1/shutharadad1__nikud_meteg_files.zip,https://files.dicta.org.il/shutharadad1/shutharadad1__ocr_data_html_files.zip,David Dov Meisels,shutharadad1,Shut haRadad orach chaim part 1
,Responsa,1903,shutharadadevenhaezer,Piotrkow,https://files.dicta.org.il/shutharadadevenhaezer/shutharadadevenhaezer__text_files.zip,,"שו""ת",ספריית דיקטה,"מייזלש, דוד דוב בן אהרן אריה יהודה יעקב",פיעטרקוב,"שו""ת הרד""ד אבן העזר א",https://files.dicta.org.il/shutharadadevenhaezer/shutharadadevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/shutharadadevenhaezer/shutharadadevenhaezer__ocr_data_html_files.zip,David Dov Meisels,shutharadadevenhaezer,Shut haRadad Even haEzer
,Responsa,1928,shutmaharambenchaviv,Jerusalem,https://files.dicta.org.il/shutmaharambenchaviv/shutmaharambenchaviv__text_files.zip,,"שו""ת",ספריית דיקטה,רבי משה בן רבי שלמה אבן חביב,ירושלים,"שו""ת מהר""ם בן חביב",https://files.dicta.org.il/shutmaharambenchaviv/shutmaharambenchaviv__nikud_meteg_files.zip,https://files.dicta.org.il/shutmaharambenchaviv/shutmaharambenchaviv__ocr_data_html_files.zip,Moshe ibn Habib,shutmaharambenchaviv,Shut Maharam Ben Chaviv
,Responsa,1893,shutmaharap,Monkatch,https://files.dicta.org.il/shutmaharap/shutmaharap__text_files.zip,,"שו""ת",ספריית דיקטה,"פריד, אהרן בן אלימלך",מונקאטש,"שו""ת מהרא""פ",https://files.dicta.org.il/shutmaharap/shutmaharap__nikud_meteg_files.zip,https://files.dicta.org.il/shutmaharap/shutmaharap__ocr_data_html_files.zip,"Fried, Aharon",shutmaharap,Shut Maharap
,Responsa,1932,shutmaharsalfandari,Jerusalem,https://files.dicta.org.il/shutmaharsalfandari/shutmaharsalfandari__text_files.zip,,"שו""ת",ספריית דיקטה,ר' שלמה אליעזר אלפנדרי,ירושלים,"שו""ת מהר""ש אלפנדרי",https://files.dicta.org.il/shutmaharsalfandari/shutmaharsalfandari__nikud_meteg_files.zip,https://files.dicta.org.il/shutmaharsalfandari/shutmaharsalfandari__ocr_data_html_files.zip,"Alfandari, Shlomo Eliezer",shutmaharsalfandari,Shut Mahars Alfandari
,Responsa,1885,shutrabeinumeshulamigra,Warsaw,https://files.dicta.org.il/shutrabeinumeshulamigra/shutrabeinumeshulamigra__text_files.zip,,"שו""ת",ספריית דיקטה,ר' משולם איגרא,וורשה,"שו""ת ר' משולם איגרא",https://files.dicta.org.il/shutrabeinumeshulamigra/shutrabeinumeshulamigra__nikud_meteg_files.zip,https://files.dicta.org.il/shutrabeinumeshulamigra/shutrabeinumeshulamigra__ocr_data_html_files.zip,"Igra, Meshulam",shutrabeinumeshulamigra,Shut Rabeinu Meshulam Igra
,Commentaries on Shulchan Aruch,1880,sidreitaharah1_EGT,Vilna,https://files.dicta.org.il/sidreitaharah1/sidreitaharah1__text_files.zip,,מפרשים וחיבורים סביב שולחן ערוך,,רבי אלחנן אשכנזי,ווילנא,סדרי טהרה,https://files.dicta.org.il/sidreitaharah1/sidreitaharah1__nikud_meteg_files.zip,https://files.dicta.org.il/sidreitaharah1/sidreitaharah1__ocr_data_html_files.zip,rabbi elchanan ashkenazi,sidreitaharah1,Sidrei Taharah
, Bible Commentaries,1882,sifteidaat,Warsaw,https://files.dicta.org.il/sifteidaat/sifteidaat__text_files.zip,,"מפרשי התנ""ך",,רבי שלמה אפרים מלונטשיץ,ווארשא,שפתי דעת,https://files.dicta.org.il/sifteidaat/sifteidaat__nikud_meteg_files.zip,https://files.dicta.org.il/sifteidaat/sifteidaat__ocr_data_html_files.zip,rabbi Shlomo Ephraim Luntschitz,sifteidaat,Siftei Daat
,Bible Commentaries,1884,sifteikohenbamidbar,Warsaw,https://files.dicta.org.il/sifteikohenbamidbar/sifteikohenbamidbar__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי מרדכי הכהן,ווארשא,שפתי כהן במדבר,https://files.dicta.org.il/sifteikohenbamidbar/sifteikohenbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/sifteikohenbamidbar/sifteikohenbamidbar__ocr_data_html_files.zip,Mordechai haCohen,sifteikohenbamidbar,Siftei Kohen (R’ M. Kohen of Safed) Bamidbar
,Bible Commentaries,1884,sifteikohenbereshit,Warsaw,https://files.dicta.org.il/sifteikohenbereshit/sifteikohenbereshit__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי מרדכי הכהן,ווארשא,שפתי כהן בארשית,https://files.dicta.org.il/sifteikohenbereshit/sifteikohenbereshit__nikud_meteg_files.zip,https://files.dicta.org.il/sifteikohenbereshit/sifteikohenbereshit__ocr_data_html_files.zip,Mordechai haCohen,sifteikohenbereshit,Siftei Kohen (R’ M. Kohen of Safed) Bereshit
,Bible Commentaries,1884,sifteikohendevarim,Warsaw,https://files.dicta.org.il/sifteikohendevarim/sifteikohendevarim__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי מרדכי הכהן,ווארשא,שפתי כהן דברים,https://files.dicta.org.il/sifteikohendevarim/sifteikohendevarim__nikud_meteg_files.zip,https://files.dicta.org.il/sifteikohendevarim/sifteikohendevarim__ocr_data_html_files.zip,Mordechai haCohen,sifteikohendevarim,Siftei Kohen (R’ M. Kohen of Safed) Devarim
,Bible Commentaries,1884,sifteikohenshemot,Warsaw,https://files.dicta.org.il/sifteikohenshemot/sifteikohenshemot__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי מרדכי הכהן,ווארשא,שפתי כהן שמות,https://files.dicta.org.il/sifteikohenshemot/sifteikohenshemot__nikud_meteg_files.zip,https://files.dicta.org.il/sifteikohenshemot/sifteikohenshemot__ocr_data_html_files.zip,Mordechai haCohen,sifteikohenshemot,Siftei Kohen (R’ M. Kohen of Safed) Shemot
,Bible Commentaries,1884,sifteikohenvayikra,Warsaw,https://files.dicta.org.il/sifteikohenvayikra/sifteikohenvayikra__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי מרדכי הכהן,ווארשא,שפתי כהן ויקרא,https://files.dicta.org.il/sifteikohenvayikra/sifteikohenvayikra__nikud_meteg_files.zip,https://files.dicta.org.il/sifteikohenvayikra/sifteikohenvayikra__ocr_data_html_files.zip,Mordechai haCohen,sifteikohenvayikra,Siftei Kohen (R’ M. Kohen of Safed) Vayikra
,Shas Commentators,1841,simchatyomtov,Warsaw,https://files.dicta.org.il/simchatyomtov/simchatyomtov__text_files.zip,,"מפרשי הש""ס",ספריית דיקטה,הרב אריה לייב צינץ,ורשה,שמחת יום טוב,https://files.dicta.org.il/simchatyomtov/simchatyomtov__nikud_meteg_files.zip,https://files.dicta.org.il/simchatyomtov/simchatyomtov__ocr_data_html_files.zip,Aryeh Leib ben Moses Zuenz,simchatyomtov,Simchaא Yom Tov
,Responsa,1879,taalumotlev1,Livorno,https://files.dicta.org.il/taalumotlev1/taalumotlev1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי אליהו בכור חזן,ליוורנו,"שו""ת תעלומות לב חלק א",https://files.dicta.org.il/taalumotlev1/taalumotlev1__nikud_meteg_files.zip,https://files.dicta.org.il/taalumotlev1/taalumotlev1__ocr_data_html_files.zip,"Ḥazan, Eliyahu",taalumotlev1,Responsa Taalumot Lev part 1
,Responsa,1879,taalumotlev2,Livorno,https://files.dicta.org.il/taalumotlev2/taalumotlev2__text_files.zip,,"שו""ת",ספריית דיקטה,רבי אליהו בכור חזן,ליוורנו,"שו""ת תעלומות לב חלק ב",https://files.dicta.org.il/taalumotlev2/taalumotlev2__nikud_meteg_files.zip,https://files.dicta.org.il/taalumotlev2/taalumotlev2__ocr_data_html_files.zip,"Ḥazan, Eliyahu",taalumotlev2,Responsa Taalumot Lev part 2
,Minhag,1928,taameihaminhagimversion1,Warsaw,https://files.dicta.org.il/taameihaminhagimversion1/taameihaminhagimversion1__text_files.zip,,מנהג,,הרב אברהם יצחק שפרלינג,ווארשא,טעמי המנהגים,https://files.dicta.org.il/taameihaminhagimversion1/taameihaminhagimversion1__nikud_meteg_files.zip,https://files.dicta.org.il/taameihaminhagimversion1/taameihaminhagimversion1__ocr_data_html_files.zip,Rabbi Avraham Yitzchak Sperling,taameihaminhagimversion1,Taamei Haminhagim
,Acharonim on Talmud Bavli,1931,takanasezrameilah,Peitrikow,https://files.dicta.org.il/takanasezrameilah/takanasezrameilah__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' עזרא אלטשולר,פיוטריקוב,תקנת עזרא (מעילה),https://files.dicta.org.il/takanasezrameilah/takanasezrameilah__nikud_meteg_files.zip,https://files.dicta.org.il/takanasezrameilah/takanasezrameilah__ocr_data_html_files.zip,Ezra Altshuler,takanasezrameilah,Takanas Ezra (Meilah)
,Acharonim on Talmud Bavli,1931,takanasezrameilahkuntresstikunchashuv,Peitrikow,https://files.dicta.org.il/takanasezrameilahkuntresstikunchashuv/takanasezrameilahkuntresstikunchashuv__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' עזרא אלטשולר,פיוטריקוב,תקנת עזרא (מעילה תיקון חשוב),https://files.dicta.org.il/takanasezrameilahkuntresstikunchashuv/takanasezrameilahkuntresstikunchashuv__nikud_meteg_files.zip,https://files.dicta.org.il/takanasezrameilahkuntresstikunchashuv/takanasezrameilahkuntresstikunchashuv__ocr_data_html_files.zip,Ezra Altshuler,takanasezrameilahkuntresstikunchashuv,Takanas Ezra (Meilah kuntress tikun chashuv)
,Acharonim on Talmud Bavli,1931,takanasezrameilahtanina,Peitrikow,https://files.dicta.org.il/takanasezrameilahtanina/takanasezrameilahtanina__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' עזרא אלטשולר,פיוטריקוב,תקנת עזרא (מעילה תנינא),https://files.dicta.org.il/takanasezrameilahtanina/takanasezrameilahtanina__nikud_meteg_files.zip,https://files.dicta.org.il/takanasezrameilahtanina/takanasezrameilahtanina__ocr_data_html_files.zip,Ezra Altshuler,takanasezrameilahtanina,Takanas Ezra (Meilah tanina)
,Chiddushim by Topic,1982,takfukohen,Warsaw,https://files.dicta.org.il/takfukohen/takfukohen__text_files.zip,,ספרי מערכות ועניינים,ספריית דיקטה,ר' שבתי כהן,ורשא,תקפו כהן,https://files.dicta.org.il/takfukohen/takfukohen__nikud_meteg_files.zip,https://files.dicta.org.il/takfukohen/takfukohen__ocr_data_html_files.zip,Rabbi Shabti Cohen,takfukohen,Takfu Kohen
,Responsa,1914,teshuvahshlomo1,Petrikov,https://files.dicta.org.il/teshuvahshlomo1/teshuvahshlomo1__text_files.zip,,"שו""ת",ספריית דיקטה,ר' חיים פישל אפשטיין,פיטריקוב,תשובה שלמה - א,https://files.dicta.org.il/teshuvahshlomo1/teshuvahshlomo1__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvahshlomo1/teshuvahshlomo1__ocr_data_html_files.zip,Rabbi Haim Fishel Epstein,teshuvahshlomo1,Teshuvah Shlomo part 1
